Individual,Trial,Predator,Circle,Initial,Total,Treatment,ColourDifference ,Brightness,Scale Time,Pattern Scale,Avg time,EscapeResponse,ColourDiffPercent,ColourDiff,Brightness.DifferencePercent,Brightness.Difference,Length,Size
111,3,F,B,2,3,FB,0.236894482,41.433,1,4,2.5,FAST,23.6894482,0.236894482,0.0634697,0.000634697,136,13.6
111,4,N,Y,2,4,NY,0.016564131,12719.36233,1,4,3,FAST,1.6564131,0.016564131,19.4843173,0.194843173,136,13.6
111,5,B,Y,2,3,BY,0.016564131,12719.36233,1,4,2.5,FAST,1.6564131,0.016564131,19.4843173,0.194843173,136,13.6
111,6,F,Y,22,23,FY,0.016564131,12719.36233,2,4,22.5,SLOW,1.6564131,0.016564131,19.4843173,0.194843173,136,13.6
112,1,N,B,2,3,NB,0.269567199,2784.216,1,5,2.5,FAST,26.9567199,0.269567199,4.2650368,0.042650368,114,11.4
112,2,B,B,2,3,BB,0.269567199,2784.216,1,5,2.5,FAST,26.9567199,0.269567199,4.2650368,0.042650368,114,11.4
112,3,F,B,5,7,FB,0.269567199,2784.216,1,5,6,SLOW,26.9567199,0.269567199,4.2650368,0.042650368,114,11.4
112,4,N,Y,2,3,NY,0.060923841,10131.82167,1,5,2.5,FAST,6.0923841,0.060923841,15.5205602,0.155205602,114,11.4
112,5,B,Y,3,4,BY,0.060923841,10131.82167,1,5,3.5,FAST,6.0923841,0.060923841,15.5205602,0.155205602,114,11.4
112,6,F,Y,3,4,FY,0.060923841,10131.82167,1,5,3.5,FAST,6.0923841,0.060923841,15.5205602,0.155205602,114,11.4
113,1,N,B,2,3,NB,0.255181522,1866.217667,1,3,2.5,FAST,25.5181522,0.255181522,2.8587893,0.028587893,114,11.4
113,2,B,B,2,3,BB,0.255181522,1866.217667,1,3,2.5,FAST,25.5181522,0.255181522,2.8587893,0.028587893,114,11.4
113,3,F,B,2,3,FB,0.255181522,1866.217667,1,3,2.5,FAST,25.5181522,0.255181522,2.8587893,0.028587893,114,11.4
113,4,N,Y,1,2,NY,0.030510608,10918.18567,1,3,1.5,FAST,3.0510608,0.030510608,16.7251619,0.167251619,114,11.4
113,5,B,Y,2,3,BY,0.030510608,10918.18567,1,3,2.5,FAST,3.0510608,0.030510608,16.7251619,0.167251619,114,11.4
113,6,F,Y,2,4,FY,0.030510608,10918.18567,1,3,3,FAST,3.0510608,0.030510608,16.7251619,0.167251619,114,11.4
114,1,N,B,8,12,NB,0.134144328,744.4743333,2,4,10,SLOW,13.4144328,0.134144328,1.1404325,0.011404325,128,12.8
114,2,B,B,3,4,BB,0.134144328,744.4743333,1,4,3.5,FAST,13.4144328,0.134144328,1.1404325,0.011404325,128,12.8
114,3,F,B,2,3,FB,0.134144328,744.4743333,1,4,2.5,FAST,13.4144328,0.134144328,1.1404325,0.011404325,128,12.8
114,4,N,Y,4,7,NY,0.065114422,12871.95833,1,4,5.5,SLOW,6.5114422,0.065114422,19.7180734,0.197180734,128,12.8
114,5,B,Y,3,5,BY,0.065114422,12871.95833,1,4,4,FAST,6.5114422,0.065114422,19.7180734,0.197180734,128,12.8
114,6,F,Y,19,21,FY,0.065114422,12871.95833,2,4,20,SLOW,6.5114422,0.065114422,19.7180734,0.197180734,128,12.8
115,1,N,B,3,7,NB,0.139888524,2477.936667,1,1,5,SLOW,13.9888524,0.139888524,3.7958589,0.037958589,137,13.7
115,2,B,B,1,2,BB,0.139888524,2477.936667,1,1,1.5,FAST,13.9888524,0.139888524,3.7958589,0.037958589,137,13.7
115,3,F,B,2,3,FB,0.139888524,2477.936667,1,1,2.5,FAST,13.9888524,0.139888524,3.7958589,0.037958589,137,13.7
115,4,N,Y,2,4,NY,0.058198732,9686.635,1,1,3,FAST,5.8198732,0.058198732,14.8385953,0.148385953,137,13.7
115,5,B,Y,3,4,BY,0.058198732,9686.635,1,1,3.5,FAST,5.8198732,0.058198732,14.8385953,0.148385953,137,13.7
115,6,F,Y,2,3,FY,0.058198732,9686.635,1,1,2.5,FAST,5.8198732,0.058198732,14.8385953,0.148385953,137,13.7
116,1,N,B,2,3,NB,0.195813528,1551.440667,1,4,2.5,FAST,19.5813528,0.195813528,2.3765942,0.023765942,187,18.7
116,2,B,B,2,10,BB,0.195813528,1551.440667,1,4,6,SLOW,19.5813528,0.195813528,2.3765942,0.023765942,187,18.7
116,3,F,B,3,10,FB,0.195813528,1551.440667,1,4,6.5,SLOW,19.5813528,0.195813528,2.3765942,0.023765942,187,18.7
116,4,N,Y,2,5,NY,0.063387481,15131.57033,1,4,3.5,FAST,6.3387481,0.063387481,23.1794889,0.231794889,187,18.7
116,5,B,Y,3,5,BY,0.063387481,15131.57033,1,4,4,FAST,6.3387481,0.063387481,23.1794889,0.231794889,187,18.7
116,6,F,Y,2,4,FY,0.063387481,15131.57033,1,4,3,FAST,6.3387481,0.063387481,23.1794889,0.231794889,187,18.7
117,1,N,B,19,25,NB,0.032122875,2161.669667,2,2,22,SLOW,3.2122875,0.032122875,3.3113812,0.033113812,109,10.9
117,2,B,B,3,4,BB,0.032122875,2161.669667,1,2,3.5,FAST,3.2122875,0.032122875,3.3113812,0.033113812,109,10.9
117,3,F,B,3,22,FB,0.032122875,2161.669667,2,2,12.5,SLOW,3.2122875,0.032122875,3.3113812,0.033113812,109,10.9
117,4,N,Y,2,4,NY,0.07027785,15010.38433,1,2,3,FAST,7.027785,0.07027785,22.9938485,0.229938485,109,10.9
117,5,B,Y,2,3,BY,0.07027785,15010.38433,1,2,2.5,FAST,7.027785,0.07027785,22.9938485,0.229938485,109,10.9
117,6,F,Y,1,2,FY,0.07027785,15010.38433,1,2,1.5,FAST,7.027785,0.07027785,22.9938485,0.229938485,109,10.9
118,1,N,B,4,17,NB,0.133549357,1644.697,2,4,10.5,SLOW,13.3549357,0.133549357,2.5194501,0.025194501,136,13.6
118,2,B,B,3,23,BB,0.133549357,1644.697,2,4,13,SLOW,13.3549357,0.133549357,2.5194501,0.025194501,136,13.6
118,3,F,B,1,2,FB,0.133549357,1644.697,1,4,1.5,FAST,13.3549357,0.133549357,2.5194501,0.025194501,136,13.6
118,4,N,Y,14,15,NY,0.010045909,15587.45333,2,4,14.5,SLOW,1.0045909,0.010045909,23.8778391,0.238778391,136,13.6
118,5,B,Y,3,4,BY,0.010045909,15587.45333,1,4,3.5,FAST,1.0045909,0.010045909,23.8778391,0.238778391,136,13.6
118,6,F,Y,3,10,FY,0.010045909,15587.45333,1,4,6.5,SLOW,1.0045909,0.010045909,23.8778391,0.238778391,136,13.6
120,1,N,B,7,9,NB,0.188245318,2712.311667,1,4,8,SLOW,18.8245318,0.188245318,4.1548892,0.041548892,282,28.2
120,2,B,B,2,3,BB,0.188245318,2712.311667,1,4,2.5,FAST,18.8245318,0.188245318,4.1548892,0.041548892,282,28.2
120,3,F,B,3,8,FB,0.188245318,2712.311667,1,4,5.5,SLOW,18.8245318,0.188245318,4.1548892,0.041548892,282,28.2
120,4,N,Y,12,13,NY,0.04233167,16188.95833,2,4,12.5,SLOW,4.233167,0.04233167,24.7992622,0.247992622,282,28.2
120,5,B,Y,3,9,BY,0.04233167,16188.95833,1,4,6,SLOW,4.233167,0.04233167,24.7992622,0.247992622,282,28.2
120,6,F,Y,3,10,FY,0.04233167,16188.95833,1,4,6.5,SLOW,4.233167,0.04233167,24.7992622,0.247992622,282,28.2
121,1,N,B,2,11,NB,0.168593036,409.458,1,2,6.5,SLOW,16.8593036,0.168593036,0.6272335,0.006272335,222,22.2
121,2,B,B,2,3,BB,0.168593036,409.458,1,2,2.5,FAST,16.8593036,0.168593036,0.6272335,0.006272335,222,22.2
121,3,F,B,2,3,FB,0.168593036,409.458,1,2,2.5,FAST,16.8593036,0.168593036,0.6272335,0.006272335,222,22.2
121,4,N,Y,1,9,NY,0.043334493,15882.99967,1,2,5,SLOW,4.3334493,0.043334493,24.3305755,0.243305755,222,22.2
121,5,B,Y,3,11,BY,0.043334493,15882.99967,1,2,7,SLOW,4.3334493,0.043334493,24.3305755,0.243305755,222,22.2
121,6,F,Y,10,26,FY,0.043334493,15882.99967,2,2,18,SLOW,4.3334493,0.043334493,24.3305755,0.243305755,222,22.2
122,1,N,B,2,3,NB,0.139017838,102.594,1,2,2.5,FAST,13.9017838,0.139017838,0.1571599,0.001571599,233,23.3
122,2,B,B,2,3,BB,0.139017838,102.594,1,2,2.5,FAST,13.9017838,0.139017838,0.1571599,0.001571599,233,23.3
122,3,F,B,3,4,FB,0.139017838,102.594,1,2,3.5,FAST,13.9017838,0.139017838,0.1571599,0.001571599,233,23.3
122,4,N,Y,1,2,NY,0.015239348,14248.67267,1,2,1.5,FAST,1.5239348,0.015239348,21.8270108,0.218270108,233,23.3
122,5,B,Y,2,3,BY,0.015239348,14248.67267,1,2,2.5,FAST,1.5239348,0.015239348,21.8270108,0.218270108,233,23.3
122,6,F,Y,2,3,FY,0.015239348,14248.67267,1,2,2.5,FAST,1.5239348,0.015239348,21.8270108,0.218270108,233,23.3
123,1,N,B,11,15,NB,0.134337026,1087.835667,2,1,13,SLOW,13.4337026,0.134337026,1.6664149,0.016664149,165,16.5
123,2,B,B,3,4,BB,0.134337026,1087.835667,1,1,3.5,FAST,13.4337026,0.134337026,1.6664149,0.016664149,165,16.5
123,3,F,B,4,12,FB,0.134337026,1087.835667,1,1,8,SLOW,13.4337026,0.134337026,1.6664149,0.016664149,165,16.5
123,4,N,Y,9,10,NY,0.026426352,13773.075,1,1,9.5,SLOW,2.6426352,0.026426352,21.0984605,0.210984605,165,16.5
123,5,B,Y,3,4,BY,0.026426352,13773.075,1,1,3.5,FAST,2.6426352,0.026426352,21.0984605,0.210984605,165,16.5
123,6,F,Y,7,25,FY,0.026426352,13773.075,2,1,16,SLOW,2.6426352,0.026426352,21.0984605,0.210984605,165,16.5
124,1,N,B,5,10,NB,0.176680057,4137.508333,1,3,7.5,SLOW,17.6680057,0.176680057,6.3380949,0.063380949,96,9.6
124,2,B,B,1,2,BB,0.176680057,4137.508333,1,3,1.5,FAST,17.6680057,0.176680057,6.3380949,0.063380949,96,9.6
124,3,F,B,3,5,FB,0.176680057,4137.508333,1,3,4,FAST,17.6680057,0.176680057,6.3380949,0.063380949,96,9.6
124,4,N,Y,1,2,NY,0.030699588,9536.805,1,3,1.5,FAST,3.0699588,0.030699588,14.6090763,0.146090763,96,9.6
124,5,B,Y,2,3,BY,0.030699588,9536.805,1,3,2.5,FAST,3.0699588,0.030699588,14.6090763,0.146090763,96,9.6
124,6,F,Y,23,28,FY,0.030699588,9536.805,2,3,25.5,SLOW,3.0699588,0.030699588,14.6090763,0.146090763,96,9.6
125,1,N,B,2,6,NB,0.143857187,346.2293333,1,2,4,FAST,14.3857187,0.143857187,0.5303758,0.005303758,131,13.1
125,2,B,B,1,2,BB,0.143857187,346.2293333,1,2,1.5,FAST,14.3857187,0.143857187,0.5303758,0.005303758,131,13.1
125,3,F,B,20,25,FB,0.143857187,346.2293333,2,2,22.5,SLOW,14.3857187,0.143857187,0.5303758,0.005303758,131,13.1
125,4,N,Y,15,18,NY,0.02293047,15308.895,2,2,16.5,SLOW,2.293047,0.02293047,23.4511259,0.234511259,131,13.1
125,5,B,Y,3,10,BY,0.02293047,15308.895,1,2,6.5,SLOW,2.293047,0.02293047,23.4511259,0.234511259,131,13.1
125,6,F,Y,9,10,FY,0.02293047,15308.895,1,2,9.5,SLOW,2.293047,0.02293047,23.4511259,0.234511259,131,13.1
126,1,N,B,2,5,NB,0.231565463,1043.487333,1,2,3.5,FAST,23.1565463,0.231565463,1.5984794,0.015984794,253,25.3
126,2,B,B,2,4,BB,0.231565463,1043.487333,1,2,3,FAST,23.1565463,0.231565463,1.5984794,0.015984794,253,25.3
126,3,F,B,1,2,FB,0.231565463,1043.487333,1,2,1.5,FAST,23.1565463,0.231565463,1.5984794,0.015984794,253,25.3
126,4,N,Y,3,6,NY,0.078979479,13651.33533,1,2,4.5,FAST,7.8979479,0.078979479,20.911972,0.20911972,253,25.3
126,5,B,Y,2,3,BY,0.078979479,13651.33533,1,2,2.5,FAST,7.8979479,0.078979479,20.911972,0.20911972,253,25.3
126,6,F,Y,2,6,FY,0.078979479,13651.33533,1,2,4,FAST,7.8979479,0.078979479,20.911972,0.20911972,253,25.3
127,1,N,B,2,3,NB,0.178420657,1897.208667,1,4,2.5,FAST,17.8420657,0.178420657,2.9062633,0.029062633,135,13.5
127,2,B,B,3,4,BB,0.178420657,1897.208667,1,4,3.5,FAST,17.8420657,0.178420657,2.9062633,0.029062633,135,13.5
127,3,F,B,1,2,FB,0.178420657,1897.208667,1,4,1.5,FAST,17.8420657,0.178420657,2.9062633,0.029062633,135,13.5
127,4,N,Y,3,5,NY,0.031614663,18924.51433,1,4,4,FAST,3.1614663,0.031614663,28.9897585,0.289897585,135,13.5
127,5,B,Y,2,3,BY,0.031614663,18924.51433,1,4,2.5,FAST,3.1614663,0.031614663,28.9897585,0.289897585,135,13.5
127,6,F,Y,1,2,FY,0.031614663,18924.51433,1,4,1.5,FAST,3.1614663,0.031614663,28.9897585,0.289897585,135,13.5
128,1,N,B,2,3,NB,0.213201932,430.367,1,3,2.5,FAST,21.3201932,0.213201932,0.6592632,0.006592632,92,9.2
128,2,B,B,1,2,BB,0.213201932,430.367,1,3,1.5,FAST,21.3201932,0.213201932,0.6592632,0.006592632,92,9.2
128,3,F,B,3,4,FB,0.213201932,430.367,1,3,3.5,FAST,21.3201932,0.213201932,0.6592632,0.006592632,92,9.2
128,4,N,Y,1,2,NY,0.046642394,17635.097,1,3,1.5,FAST,4.6642394,0.046642394,27.0145481,0.270145481,92,9.2
128,5,B,Y,3,4,BY,0.046642394,17635.097,1,3,3.5,FAST,4.6642394,0.046642394,27.0145481,0.270145481,92,9.2
128,6,F,Y,2,4,FY,0.046642394,17635.097,1,3,3,FAST,4.6642394,0.046642394,27.0145481,0.270145481,92,9.2
129,1,N,B,2,3,NB,0.1350159,1359.327333,1,4,2.5,FAST,13.50159,0.1350159,2.0823029,0.020823029,96,9.6
129,2,B,B,1,3,BB,0.1350159,1359.327333,1,4,2,FAST,13.50159,0.1350159,2.0823029,0.020823029,96,9.6
129,3,F,B,2,3,FB,0.1350159,1359.327333,1,4,2.5,FAST,13.50159,0.1350159,2.0823029,0.020823029,96,9.6
129,4,N,Y,5,8,NY,0.018453694,17277.328,1,4,6.5,SLOW,1.8453694,0.018453694,26.4664951,0.264664951,96,9.6
129,5,B,Y,1,2,BY,0.018453694,17277.328,1,4,1.5,FAST,1.8453694,0.018453694,26.4664951,0.264664951,96,9.6
129,6,F,Y,4,5,FY,0.018453694,17277.328,1,4,4.5,FAST,1.8453694,0.018453694,26.4664951,0.264664951,96,9.6
130,1,N,B,3,13,NB,0.13070489,10057.97067,1,1,8,SLOW,13.070489,0.13070489,15.4074306,0.154074306,143,14.3
130,2,B,B,3,4,BB,0.13070489,10057.97067,1,1,3.5,FAST,13.070489,0.13070489,15.4074306,0.154074306,143,14.3
130,3,F,B,3,4,FB,0.13070489,10057.97067,1,1,3.5,FAST,13.070489,0.13070489,15.4074306,0.154074306,143,14.3
130,4,N,Y,2,13,NY,0.01093495,4109.557667,1,1,7.5,SLOW,1.093495,0.01093495,6.2952783,0.062952783,143,14.3
130,5,B,Y,2,3,BY,0.01093495,4109.557667,1,1,2.5,FAST,1.093495,0.01093495,6.2952783,0.062952783,143,14.3
130,6,F,Y,1,2,FY,0.01093495,4109.557667,1,1,1.5,FAST,1.093495,0.01093495,6.2952783,0.062952783,143,14.3
131,1,N,B,7,8,NB,0.134344205,1057.55,1,4,7.5,SLOW,13.4344205,0.134344205,1.6200214,0.016200214,166,16.6
131,2,B,B,2,3,BB,0.134344205,1057.55,1,4,2.5,FAST,13.4344205,0.134344205,1.6200214,0.016200214,166,16.6
131,3,F,B,11,14,FB,0.134344205,1057.55,2,4,12.5,SLOW,13.4344205,0.134344205,1.6200214,0.016200214,166,16.6
131,4,N,Y,15,21,NY,0.02098811,16236.75233,2,4,18,SLOW,2.098811,0.02098811,24.872476,0.24872476,166,16.6
131,5,B,Y,11,12,BY,0.02098811,16236.75233,2,4,11.5,SLOW,2.098811,0.02098811,24.872476,0.24872476,166,16.6
131,6,F,Y,14,16,FY,0.02098811,16236.75233,2,4,15,SLOW,2.098811,0.02098811,24.872476,0.24872476,166,16.6
132,1,N,B,15,23,NB,0.138719684,2578.662333,2,4,19,SLOW,13.8719684,0.138719684,3.9501568,0.039501568,129,12.9
132,2,B,B,2,4,BB,0.138719684,2578.662333,1,4,3,FAST,13.8719684,0.138719684,3.9501568,0.039501568,129,12.9
132,3,F,B,3,6,FB,0.138719684,2578.662333,1,4,4.5,FAST,13.8719684,0.138719684,3.9501568,0.039501568,129,12.9
132,4,N,Y,33,36,NY,0.003920393,19514.16567,2,4,34.5,SLOW,0.3920393,0.003920393,29.8930234,0.298930234,129,12.9
132,5,B,Y,3,10,BY,0.003920393,19514.16567,1,4,6.5,SLOW,0.3920393,0.003920393,29.8930234,0.298930234,129,12.9
132,6,F,Y,4,5,FY,0.003920393,19514.16567,1,4,4.5,FAST,0.3920393,0.003920393,29.8930234,0.298930234,129,12.9
133,1,N,B,4,6,NB,0.175931181,5196.063667,1,3,5,SLOW,17.5931181,0.175931181,7.9596564,0.079596564,114,11.4
133,2,B,B,3,7,BB,0.175931181,5196.063667,1,3,5,SLOW,17.5931181,0.175931181,7.9596564,0.079596564,114,11.4
133,3,F,B,3,8,FB,0.175931181,5196.063667,1,3,5.5,SLOW,17.5931181,0.175931181,7.9596564,0.079596564,114,11.4
133,4,N,Y,8,9,NY,0.019233343,8535.988667,1,3,8.5,SLOW,1.9233343,0.019233343,13.075963,0.13075963,114,11.4
133,5,B,Y,1,2,BY,0.019233343,8535.988667,1,3,1.5,FAST,1.9233343,0.019233343,13.075963,0.13075963,114,11.4
133,6,F,Y,4,9,FY,0.019233343,8535.988667,1,3,6.5,SLOW,1.9233343,0.019233343,13.075963,0.13075963,114,11.4
134,1,N,B,14,24,NB,0.111933675,8733.066333,2,3,19,SLOW,11.1933675,0.111933675,13.377859,0.13377859,115,11.5
134,2,B,B,2,4,BB,0.111933675,8733.066333,1,3,3,FAST,11.1933675,0.111933675,13.377859,0.13377859,115,11.5
134,3,F,B,9,13,FB,0.111933675,8733.066333,2,3,11,SLOW,11.1933675,0.111933675,13.377859,0.13377859,115,11.5
134,4,N,Y,7,13,NY,0.017397971,5722.761333,2,3,10,SLOW,1.7397971,0.017397971,8.7664849,0.087664849,115,11.5
134,5,B,Y,3,11,BY,0.017397971,5722.761333,1,3,7,SLOW,1.7397971,0.017397971,8.7664849,0.087664849,115,11.5
134,6,F,Y,16,18,FY,0.017397971,5722.761333,2,3,17,SLOW,1.7397971,0.017397971,8.7664849,0.087664849,115,11.5
135,1,N,B,2,23,NB,0.029849397,1249.093333,2,4,12.5,SLOW,2.9849397,0.029849397,1.9134395,0.019134395,76,7.6
135,2,B,B,3,4,BB,0.029849397,1249.093333,1,4,3.5,FAST,2.9849397,0.029849397,1.9134395,0.019134395,76,7.6
135,3,F,B,9,15,FB,0.029849397,1249.093333,2,4,12,SLOW,2.9849397,0.029849397,1.9134395,0.019134395,76,7.6
135,4,N,Y,8,13,NY,0.101987655,16878.24767,2,4,10.5,SLOW,10.1987655,0.101987655,25.8551588,0.258551588,76,7.6
135,5,B,Y,1,2,BY,0.101987655,16878.24767,1,4,1.5,FAST,10.1987655,0.101987655,25.8551588,0.258551588,76,7.6
135,6,F,Y,3,15,FY,0.101987655,16878.24767,1,4,9,SLOW,10.1987655,0.101987655,25.8551588,0.258551588,76,7.6
136,1,N,B,14,16,NB,0.133503418,2621.978333,2,2,15,SLOW,13.3503418,0.133503418,4.0165109,0.040165109,161,16.1
136,2,B,B,3,7,BB,0.133503418,2621.978333,1,2,5,SLOW,13.3503418,0.133503418,4.0165109,0.040165109,161,16.1
136,3,F,B,3,7,FB,0.133503418,2621.978333,1,2,5,SLOW,13.3503418,0.133503418,4.0165109,0.040165109,161,16.1
136,4,N,Y,6,9,NY,0.03562432,16730.12433,1,2,7.5,SLOW,3.562432,0.03562432,25.6282542,0.256282542,161,16.1
136,5,B,Y,2,21,BY,0.03562432,16730.12433,2,2,11.5,SLOW,3.562432,0.03562432,25.6282542,0.256282542,161,16.1
136,6,F,Y,1,3,FY,0.03562432,16730.12433,1,2,2,FAST,3.562432,0.03562432,25.6282542,0.256282542,161,16.1
137,1,N,B,1,2,NB,0.047605313,1976.539667,1,4,1.5,FAST,4.7605313,0.047605313,3.0277875,0.030277875,132,13.2
137,2,B,B,2,3,BB,0.047605313,1976.539667,1,4,2.5,FAST,4.7605313,0.047605313,3.0277875,0.030277875,132,13.2
137,3,F,B,2,3,FB,0.047605313,1976.539667,1,4,2.5,FAST,4.7605313,0.047605313,3.0277875,0.030277875,132,13.2
137,4,N,Y,1,2,NY,0.110884443,14640.25733,1,4,1.5,FAST,11.0884443,0.110884443,22.4268648,0.224268648,132,13.2
137,5,B,Y,2,15,BY,0.110884443,14640.25733,1,4,8.5,SLOW,11.0884443,0.110884443,22.4268648,0.224268648,132,13.2
137,6,F,Y,0,0,FY,0.110884443,14640.25733,1,4,0,FAST,11.0884443,0.110884443,22.4268648,0.224268648,132,13.2
139,1,N,B,1,2,NB,0.154246014,1112.683667,1,2,1.5,FAST,15.4246014,0.154246014,1.7044787,0.017044787,297,29.7
139,2,B,B,2,3,BB,0.154246014,1112.683667,1,2,2.5,FAST,15.4246014,0.154246014,1.7044787,0.017044787,297,29.7
139,3,F,B,3,4,FB,0.154246014,1112.683667,1,2,3.5,FAST,15.4246014,0.154246014,1.7044787,0.017044787,297,29.7
139,4,N,Y,3,4,NY,0.028303431,14232.84733,1,2,3.5,FAST,2.8303431,0.028303431,21.8027686,0.218027686,297,29.7
139,5,B,Y,2,3,BY,0.028303431,14232.84733,1,2,2.5,FAST,2.8303431,0.028303431,21.8027686,0.218027686,297,29.7
139,6,F,Y,2,4,FY,0.028303431,14232.84733,1,2,3,FAST,2.8303431,0.028303431,21.8027686,0.218027686,297,29.7
140,1,N,B,18,27,NB,0.145369305,3171.648,2,2,22.5,SLOW,14.5369305,0.145369305,4.8585294,0.048585294,253,25.3
140,2,B,B,3,11,BB,0.145369305,3171.648,1,2,7,SLOW,14.5369305,0.145369305,4.8585294,0.048585294,253,25.3
140,3,F,B,10,11,FB,0.145369305,3171.648,2,2,10.5,SLOW,14.5369305,0.145369305,4.8585294,0.048585294,253,25.3
140,4,N,Y,45,46,NY,0.029511103,15026.82267,2,2,45.5,SLOW,2.9511103,0.029511103,23.0190298,0.230190298,253,25.3
140,5,B,Y,2,10,BY,0.029511103,15026.82267,1,2,6,SLOW,2.9511103,0.029511103,23.0190298,0.230190298,253,25.3
140,6,F,Y,3,23,FY,0.029511103,15026.82267,2,2,13,SLOW,2.9511103,0.029511103,23.0190298,0.230190298,253,25.3
141,1,N,B,11,30,NB,0.155025762,995.1006667,2,1,20.5,SLOW,15.5025762,0.155025762,1.5243576,0.015243576,218,21.8
141,2,B,B,3,4,BB,0.155025762,995.1006667,1,1,3.5,FAST,15.5025762,0.155025762,1.5243576,0.015243576,218,21.8
141,3,F,B,3,10,FB,0.155025762,995.1006667,1,1,6.5,SLOW,15.5025762,0.155025762,1.5243576,0.015243576,218,21.8
141,4,N,Y,1,27,NY,0.023556866,14434.24333,2,1,14,SLOW,2.3556866,0.023556866,22.1112796,0.221112796,218,21.8
141,5,B,Y,1,2,BY,0.023556866,14434.24333,1,1,1.5,FAST,2.3556866,0.023556866,22.1112796,0.221112796,218,21.8
141,6,F,Y,3,12,FY,0.023556866,14434.24333,1,1,7.5,SLOW,2.3556866,0.023556866,22.1112796,0.221112796,218,21.8
142,1,N,B,11,12,NB,0.152440935,1730.825333,2,2,11.5,SLOW,15.2440935,0.152440935,2.6513868,0.026513868,176,17.6
142,2,B,B,3,4,BB,0.152440935,1730.825333,1,2,3.5,FAST,15.2440935,0.152440935,2.6513868,0.026513868,176,17.6
142,3,F,B,1,2,FB,0.152440935,1730.825333,1,2,1.5,FAST,15.2440935,0.152440935,2.6513868,0.026513868,176,17.6
142,4,N,Y,20,21,NY,0.017180941,15892.23067,2,2,20.5,SLOW,1.7180941,0.017180941,24.3447161,0.243447161,176,17.6
142,5,B,Y,2,3,BY,0.017180941,15892.23067,1,2,2.5,FAST,1.7180941,0.017180941,24.3447161,0.243447161,176,17.6
142,6,F,Y,2,3,FY,0.017180941,15892.23067,1,2,2.5,FAST,1.7180941,0.017180941,24.3447161,0.243447161,176,17.6
143,1,N,B,1,2,NB,0.135639495,2491.828,1,2,1.5,FAST,13.5639495,0.135639495,3.8171385,0.038171385,263,26.3
143,2,B,B,3,5,BB,0.135639495,2491.828,1,2,4,FAST,13.5639495,0.135639495,3.8171385,0.038171385,263,26.3
143,3,F,B,2,3,FB,0.135639495,2491.828,1,2,2.5,FAST,13.5639495,0.135639495,3.8171385,0.038171385,263,26.3
143,4,N,Y,9,20,NY,0.0288979,16994.13833,2,2,14.5,SLOW,2.88979,0.0288979,26.0326874,0.260326874,263,26.3
143,5,B,Y,2,3,BY,0.0288979,16994.13833,1,2,2.5,FAST,2.88979,0.0288979,26.0326874,0.260326874,263,26.3
143,6,F,Y,2,3,FY,0.0288979,16994.13833,1,2,2.5,FAST,2.88979,0.0288979,26.0326874,0.260326874,263,26.3
144,1,N,B,2,4,NB,0.138653833,3173.939667,1,2,3,FAST,13.8653833,0.138653833,4.8620399,0.048620399,282,28.2
144,2,B,B,11,12,BB,0.138653833,3173.939667,2,2,11.5,SLOW,13.8653833,0.138653833,4.8620399,0.048620399,282,28.2
144,3,F,B,4,21,FB,0.138653833,3173.939667,2,2,12.5,SLOW,13.8653833,0.138653833,4.8620399,0.048620399,282,28.2
144,4,N,Y,3,6,NY,0.013538133,17843.742,1,2,4.5,FAST,1.3538133,0.013538133,27.3341636,0.273341636,282,28.2
144,5,B,Y,2,3,BY,0.013538133,17843.742,1,2,2.5,FAST,1.3538133,0.013538133,27.3341636,0.273341636,282,28.2
144,6,F,Y,3,15,FY,0.013538133,17843.742,1,2,9,SLOW,1.3538133,0.013538133,27.3341636,0.273341636,282,28.2
145,1,N,B,8,28,NB,0.161206729,2898.918667,2,2,18,SLOW,16.1206729,0.161206729,4.4407455,0.044407455,122,12.2
145,2,B,B,3,11,BB,0.161206729,2898.918667,1,2,7,SLOW,16.1206729,0.161206729,4.4407455,0.044407455,122,12.2
145,3,F,B,2,4,FB,0.161206729,2898.918667,1,2,3,FAST,16.1206729,0.161206729,4.4407455,0.044407455,122,12.2
145,4,N,Y,14,28,NY,0.018860115,15530.20933,2,2,21,SLOW,1.8860115,0.018860115,23.7901491,0.237901491,122,12.2
145,5,B,Y,1,2,BY,0.018860115,15530.20933,1,2,1.5,FAST,1.8860115,0.018860115,23.7901491,0.237901491,122,12.2
145,6,F,Y,1,3,FY,0.018860115,15530.20933,1,2,2,FAST,1.8860115,0.018860115,23.7901491,0.237901491,122,12.2
146,1,N,B,2,3,NB,0.215530704,3346.981333,1,2,2.5,FAST,21.5530704,0.215530704,5.127116,0.05127116,138,13.8
146,2,B,B,4,5,BB,0.215530704,3346.981333,1,2,4.5,FAST,21.5530704,0.215530704,5.127116,0.05127116,138,13.8
146,3,F,B,11,12,FB,0.215530704,3346.981333,2,2,11.5,SLOW,21.5530704,0.215530704,5.127116,0.05127116,138,13.8
146,4,N,Y,2,3,NY,0.068000346,15864.74,1,2,2.5,FAST,6.8000346,0.068000346,24.3026042,0.243026042,138,13.8
146,5,B,Y,2,4,BY,0.068000346,15864.74,1,2,3,FAST,6.8000346,0.068000346,24.3026042,0.243026042,138,13.8
